Human Timestamp,Unix Time,Microseconds,Accelerometer X (m/s/s),Accelerometer Y (m/s/s),Accelerometer Z (m/s/s),Gyroscope X (degrees/s),Gyroscope Y (degrees/s),Gyroscope Z (degrees/s),Magnetometer X (mG),Magnetometer Y (mG),Magnetometer Z (mG),IMU Temperature (deg C),Pressure (Pascals),Pressure Temperature (deg C)
Wed Jan 01 01:04:34 CET 2020,1577837074,450790,1.0305806,0.049413074,-8.970278,-3.3192457814736787,-0.8018416689352359,1.6327907202554166,29.174805,-385.81195,333.74023,35.14845,99879.82,35.76
Wed Jan 01 01:04:34 CET 2020,1577837074,550790,0.71690977,0.021477386,-9.567544,6.4929666417991765,-10.738852045409962,2.2447875088831206,33.046177,-383.946,333.58328,35.148827,99879.67,35.762497
Wed Jan 01 01:04:34 CET 2020,1577837074,650796,-0.23597759,0.5554257,-10.018923,-16.93997897148076,-12.480008725653022,1.468278632124508,46.857563,-389.57867,333.9146,35.15306,99878.98,35.7625
Wed Jan 01 01:04:34 CET 2020,1577837074,750790,-0.49612796,1.0162653,-10.00103,3.2125873687785385,-11.285040113166573,0.23171061968886372,58.19266,-399.91977,334.92606,35.152683,99879.17,35.762497
Wed Jan 01 01:04:34 CET 2020,1577837074,850790,-0.68775266,0.67583007,-10.273421,7.409796594468328,-3.9144873571574337,3.1230135359273232,64.71471,-394.47894,333.39145,35.149246,99880.4,35.764
Wed Jan 01 01:04:34 CET 2020,1577837074,950790,-0.47008407,1.0351821,-9.712202,-16.510794169154206,-3.169125812615876,3.3305556640473304,69.03948,-399.36176,333.8623,35.14839,99881.39,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,50790,-0.21482183,0.9934893,-9.663163,13.410067995834579,-3.0711490257017666,-0.673940305447485,71.58552,-406.5639,336.37347,35.1518,99878.86,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,150815,-0.11783141,0.48635963,-10.0207,0.794877911621454,-1.4273334694340603,-1.8511756977918286,73.2945,-395.595,333.65305,35.153854,99880.05,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,250790,-0.4648493,0.6971862,-9.822263,-1.1823779935524277,0.05009595131965467,-4.781232291552789,63.690186,-406.72302,339.27917,35.14864,99879.59,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,350790,-0.5105605,0.826257,-10.575321,10.19271497639915,2.294899999695578,-4.648107351169794,59.814453,-402.29144,339.00668,35.15394,99881.79,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,450790,-0.33410785,0.36308753,-10.596353,9.337738002597783,2.3248314064583893,-1.3076536805412444,57.024273,-390.88657,337.1582,35.152565,99881.125,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,550790,-0.35736802,-0.23845859,-9.751693,-3.407851548846531,1.519372697011687,0.7816945081584677,54.129463,-391.7934,336.72223,35.154827,99879.086,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,650790,-0.2009043,-0.26693055,-9.84442,6.589298415597184,5.649117715757556,1.5126267468414376,49.351284,-390.5378,337.33258,35.152695,99879.62,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,750843,-0.41442296,-0.48719868,-9.83149,0.2944543121426595,6.498999064874132,-0.6353049609523539,46.857563,-387.3814,336.19907,35.147655,99880.695,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,850790,0.14271656,-0.7552124,-9.718984,10.038282274317421,5.703725837081715,-1.9067156087007595,39.46359,-382.08008,334.59473,35.156116,99880.12,35.77
Wed Jan 01 01:04:35 CET 2020,1577837075,950790,0.6644195,-0.59751654,-9.190464,-2.8302057547205814,4.552658037812552,-3.6738239721502373,31.529018,-381.2779,334.89117,35.154564,99879.36,35.77
Wed Jan 01 01:04:36 CET 2020,1577837076,50790,0.4044403,-0.32624435,-9.661931,4.084880845291649,0.22018076707844214,-4.191934194702799,28.581892,-380.3188,334.42035,35.15309,99877.89,35.77
